,text,label
4069,kekalahan suharto prabowo melawan opini 1998 dikarenakah keterlibatan konspirasi global as china sekutu mendukung rencana csis elit katolik radikal konglomerat tionghoa utk menjatuhkan suharto,negative
4070,19 pemimpindarimasjid pemimpin yg mengajak menjalankan syariat islam sungguh sungguh jatuhkan pemimpin non muslim,negative
4071,user dih najis bulepotan,negative
4072,wajib dengar,positive
4073,user hussss mimin ga takut didemo bersilit silit alumni togel xf0 x9f x98 x80,negative
4074,user ya gua emang sipit,positive
4075,user user user user user user user user user user user user anjir g macem macem luh setan,negative
4076,rt user cowok slim kontol lumayan xf0 x9f x92 xa6 url,negative
4077,user user user user user eh toilet fifis onta melipir indonesia lho gerombolan lu mabok budaya arab jd nya kayak gitu xf0 x9f x98 x82,negative
4078,user user situ bego,negative
4079,ninja kali nih tukang roti keliling cepet banget ilangnye 2x gw rumah gak keuber sarap,negative
4080,msh siloam cina usir andai ku mati anak anak ku paham filosofi hidup harga diatas kaki penjajah,negative
4081,user user trus loe antek antek wowo xf0 x9f x98 x86 xf0 x9f x98 x86,negative
4082,jujur percaya allah swt perintahkan penggal kafir tuhan lukman,negative
4083,user user 08 for presiden jongos antek asing yg menguras bumi pertiwi bersiaplah 2019gantipresiden,negative
4084,user jancuk pingin gue tabok anak,negative
4085,user tidur kerana najis nyata,negative
4086,orang orang kafir mendustakan ayat ayat azab menghinakan qs al hajj 57,positive
4087,user ngentot yuk,negative
4088,user akupun matanya mengecil pakai kacamata bangun tidur sipit xf0 x9f x98 x81,positive
4089,user user user utang 7000 trilyun kampret yg hidupnya melarat makan kalo cebong udah happy hidupnya gak akting sengsara gitu,negative
4090,user user mercun kecik xc2 xb2 bunyi kuat sngt wei skrg mcm xc2 xb2 ade bunyi dh m mcm bom,positive
4091,ketipu duh,positive
4092,user user cebong dungu korban php xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,negative
4093,user user user user user user user user klu jaman harto anak berprestasi perhatikan nklu jaman rezim skrg yg lebay yg panggil istana nrezim aneh n 2019gantipresiden,negative
4094,user cebong ngerti,negative
4095,pagi2 udh ky kntl,negative
4096,user iya anjir tau wkwkw iya gua suka sm,negative
4097,ayo ajak mas goen beralih penyembah allah swt benci kafir pembakar kemenyan,negative
4098,mencari huruf hijaiyah dal anak islam jamal laeli assalamualaikum adik adik mari lihat,positive
4099,cc user 2 periode rakyat sndri d phk trs import jutaan tka china mending lu prgi jauh2 dri nkri krn negri ga butuh pengkhianat yg mengorbankan rakyatnya kepentingan golongannya sndri n 2019prabowopresident08 url,negative
4100,user user user user user user iya loe ga junjungan loe membantai 200 orang timtim peristiwa santa cruz menculik aktivis ga skrang loe ga sadar junjunganmu penjahat internasional d,negative
4101,user imut titit nya hidung,negative
4102,bom takjil,positive
4103,kpk panggil sederet mantan anggota dpr terkait e ktp,positive
4104,user udah sipit nga disipitin n n xcd xa1 xc2 xb0 xca x96 xcc xaf xcd xa1 xc2 xb0 n xc2 xa0 xe3 x81 x8f xe3 x80 x80 xe3 x80 x80 xe3 x81 xb8 n xe3 x80 x80 xe3 x80 x80 xc2 xa0 xe3 x80 x89,positive
4105,user dimaklumin aja namanya kampret serba terbalik hidupnya terbalik menggelantung wajar pemikirannya terbalik kepalapun bau pesing kencingpun terbalik membasahi kepalanya pesing,negative
4106,paparan kapolres bikin kapolda kepri pilkada tanjungpinang aman netral,positive
4107,dibalik insiden heli jatuh pt imip pekerjakan 3 000 wn china,positive
4108,bunyi klik mouse suara ketikan keyboard musik 8 jam non stop mata perih bokong panas lengan nyilu n jenuh,positive
4109,user gd x cl ntop x bom nseungri x raline ngary x jihyo tp udh mustahil,positive
4110,user user bantu wkwk putri rima daniel sibuk ngurusin osis jd ga join klo aya kayaknya sibuk jd makelar ngurusin anak tuyul alias gil oj sotau bgt,positive
4111,selamat pagi user politisasi puisi menimpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi diterima masyarakat pilkada ganjaryasin,positive
4112,user user user hubungannya dgn munafik kitabnya dihina laporkan kepolisian waspadai cebong kafir yg ngaku ngaku islam,negative
4113,rt user 1 cerita cowok tinggal china bercerita pesan xe2 x80 xa6,positive
4114,user alah bullshit tai kotok,negative
4115,ahok versi pakpahan trims yg udah ciduk bajingan url,negative
4116,penciuman jokowi tajam pencarian uang upss salah penghutangan uang salut url,negative
4117,user ngeri bangsaku si pki biadab bangkit tolak bubarkan,negative
4118,sabtu 21 4 2018 pagi masyarakat adat baduy melanjutkan perjalanan kantor gubernur banten kawasan pusat pemerintahan provinsi banten kp3b curug kota serang sebabaduy2018 dm,positive
4119,bubarkan pansus kpk kalo poling rakyat parlemen biar yg menentukan bubarkan pansus kpk url,negative
4120,trimakasih ya allah engkau tlah tunjukan kebesaranmu engkau tlah membukakan mata hatiku yg buta krn cinta trimakasih tuhan engkau menolongku,positive
4121,user iya udah liat gedek banget anjir bapanya,negative
4122,barisan gus sholah baguss pulau madura merapatkan memenangkan pasangan calon gubernur khofifah indar parawansa emil elistianto dardak baguss khofifahemiljatimsatu,positive
4123,user user sarap udh cucu segudang,negative
4124,rezim sipil yg mengerikan bs lihat pd kepemimpinan seorg rezim sok rkyt pdhl sesungguhnya anti rakyat umat islam,negative
4125,rt user orang kebiasaan jilat ludah bik malu user hormat sby buzzer tolol,negative
4126,user user user topik pembicaraan cebong bani hoax loncat xc2 xb2 ya n ndari prestasi babihok gak tanah abang ta dikasih contoh ta yg xc2 xb2 yg buruknya,negative
4127,user karir yg cemerlang tni terperangkap rejim yg penuh dusta nselamat lahir user,positive
4128,user lost respect kesekian kalinya agency yg lo banggain artis lo banggain nkelakuan tai kucing kasih nyawa sih kea gini n nlo tampol duit lee sooman tampol lamborgini gd tampol material,negative
4129,user i penulis ucapan kad raya cina tu ellooo,negative
4130,5 ragam seni budaya batak toba,positive
4131,penyerapan dana desa 2015 2016 diprioritaskan pembangunan infrastruktur 2017 menurutnya penyerapan dana desa diprioritaskan percepatan ekonomi desa jokowi2periode,positive
4132,user i penat edit tetiba cacat weh jajahaahha,negative
4133,lw dungu dunia,negative
4134,buka twitter informasi denger denger benda mencurigakan diduga bom ditemukan barel ui stay save kang warteg enak kang cilung anak kost amp warga barel,positive
4135,tau gak kenal bawaannya pengen belajar deh belajar terbaik,positive
4136,mama orang sombong temenya setan salahin gue kalo gue gak temenan orang sombong kek lo,negative
4137,user user user user user kbnyakan kencing onta mahluk emosi mulu td gua liat dasar sumbu pendek si tidur kebalik,negative
4138,indonesia mundur presiden nya ya mas mas fitnah pakde jokowi url,negative
4139,sih lmao anak anak anak anak ya tengil banget gak tau apa2 jg main plas plos aja lieur ih jempol congor begimana,negative
4140,antek kaki tangan komunis yg hati perut url,negative
4141,user gini aja tempeng aja tuh bocah yg ngancam presiden liat gimana reaksi kacung nya,negative
4142,user ga denger hindu bali kristen jawa ya wkwkwk,positive
4143,user udah jelek budek lagii nga,negative
4144,user user user kampungan,negative
4145,user membohongi rakyat harga mahal yg dibayar user menghadapi kasus2 korupsi solo dki layak presiden ri 2019gantipresiden,negative
4146,user user user makan bareng orang yahudi ya ngga sih kemana singgah kalo makan bawa alat makan sekedar tau orang yahudi,positive
4147,temanmakanteman udah janji ngasi nyontek ujian tp pas giliran ujian pura2 budek user user reuniz,negative
4148,dengar anak belasan bicara tuhan tuhan orang islam tuhan orang kristen tuhan orang budha tuhan orang hindu tuhan orang kejawen tuhan orang nit sensor yng suka menghukum membedakan cerdas anak kupikir,positive
4149,saksikan panasnya debat publik tujuh pasangan calon bupati wakil bupati pilkada aceh selatan 2018 dipandu user 14 00 wib live eksklusif inews pilkadaacehselatan2018,positive
4150,jalanjalansiang rumah ranah indah pendiam culun bakar user,positive
4151,jokowi harap bandara kertajati dongkrak ekonomi jawa barat,positive
4152,user user user xc3 x99dah ga ad yng percaya yng anti aseng,positive
4153,user drama banget lu onta,negative
4154,user sinting n nbaca dimana,negative
4155,user ganti aja ama prabowo kelasnya cuman dubes,negative
4156,lidah buaya lidah mertua gelombang cinta n nya tanaman hias sarana curhat favorit botanist trubus mania,positive
4157,user bilang pencitraan url,negative
4158,user tulisan lu gua g dipahami ama gua otak gua otak otak autis gak kek yg bikin thread gblknya ampe selkulit matii lnjt,negative
4159,ni bicara org msh ingusan bicara ny sdh sngt ngawur ny gue block banci lo url,negative
4160,allah swt menolong bang fahri berhenti solat gunanya,negative
4161,user taruna mah am perek,negative
4162,gambar masakan tayahla pki filter doo asam pedas pn da nmpk mcm curry xf0 x9f x98 x85 nasib bc caption xf0 x9f x98 xa3,positive
4163,user astaga kejam tuduhannya n n ahahaha mulia terjebak avalon n ningin nangis arturia curiga hiks hiks,positive
4164,user user bicara komentar gampang bahasa sok pintar menilai anis gubernur klo gak isu sara susah menang orang bijak tdk meng olok olok,negative
4165,jayalah korupsi user utk bubarkan user terwujud url,negative
4166,barangsiapa mengenal sibuk memperbaikinya memerdulikan cacat aib orang n n habib luthfi bin yahya,positive
4167,user pamerin jg gk group chat anak2 cina,positive
4168,user langsung ditampakkan alloh subhanahu wata ala kontan om alloh subhanahu wata ala melarang berputus asa bangsa kafir paham,positive
4169,user laki laki hebat 2019gantipresiden,negative
4170,user user user user user user user user user user user takbir wan lempar bom alohmubarbar mayat ayat quran timteng bikin muslim radicals tolol otak,negative
4171,terkadang jatuh cinta bisu bicara secarik puisi sembunyi makna dikenangnya,positive
4172,user user sakedap teh npagi2 nyadar nberarti dibilang sayap kiri israel pro perdamaian dgn palestina dibanding sayap kanan npadahal mah kanan agamais kiri komunis xf0,positive
4173,user mudah2an keluarga si gerung kena bom,negative
4174,user bangke lu yen cabul,negative
4175,10 sby ga berani nutup alexis 3 5 jokowi ga berani nutup alexis gubernur indonesia yg turun tangan pilihan prabowo mantap,positive
4176,user user adih ipey maafkan kesalahan urg pey kasoh perek ngga,negative
4177,status jomblo nya udah giliran cowok yg koment stts nya sok cuek ncewek bajingan dahak biawak kadal aer,negative
4178,user otak ga geser aja udeh sarap geser yekan ntar bahaya sih kerja beneran elang liatin em usep palanya cewe coba nyantol aja udah bersyukur,negative
4179,yg berteriak mnakuti rakyat dgn mnyebut presiden jd 2 periode lawannya prabowo bs d pastikan adlh agen ganda dibayar utk mpromosikan tkoh ttntu spy rakyat jd bingung terpecah suaranya,positive
4180,user user ih silit kampay,negative
4181,user bilang harga minyak dunia nga dirut pertamina mundur user url,negative
4182,user user user user user user user user user user user disalami jokowi kaya ferdinan antek sby ya user user user,positive
4183,berambisi mimin aja judulnya ih,positive
4184,user 2019 terbaik utk merebut kedaulatan asing aseng proxy smg tokoh amp pendukungnya tdk skdr pentingkan egonya narah pecah belah suara poros 3 klaim kelayakan sungguh yg menguntungkan inc,positive
4185,muslim indonesia lbh maju berhenti nyembah2 allah swt yg ngoceh jatuhkan ketakutan hati orang 2 kafir 8 12,negative
4186,user user asli ane ngakak smpe skt perut pipis ane paham maksud yg definisikan rocky gerung org sok sok an lapor2 ceritanya sih bikin gebrakan dibilang membela agama,negative
4187,orang main bola dihubungkan ama agama bzz,positive
4188,user user user aduhhh bencong user nyerang cong gak kebalik rumpi deh lonte lanang dapur cong yg jd banci separo2 kalah anaknya duda yg jd designer ln lo xf0 x9f x98 x82 xf0 x9f xa4 xaa xf0 x9f x99 x8b x,negative
4189,panasnya edan,negative
4190,kesatuan gereja katolik bersifat dinamis selaras perbedaan mengikuti sikon perkembangan zaman salah manifestasinya dispensasi kawin campur pasangan katolik non katolik,positive
4191,percaya muhammad nabi tuliskan argumentasi user keraguan,negative
4192,user user tdk diambil dibilang tdk nasionalisasi asset antek asing diambil pakai nama pribadi keluarga patut curigai nanya uang darimana tweet sadar betapa pintarnya pemerintahan,positive
4193,gak perduli reply ku nyambung yg 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipreside,negative
4194,ngangkang selebar lebarnya mainin memek kaca lemari,negative
4195,indons alhamdulillah ya allah udah nyelamatin anak2 thailand n nthai yg nyelamatin manusia2 kapir tuhan lu kontol,negative
4196,user situ sarap anjer,negative
4197,bro user ente kitab suci fiksi agama bkn wahyu pernyataan spt mutlak scr harfiah filosofis melanggar keyakinan umat beragama konstitusi norma agama ente penista agama yg kotor atheisdete,negative
4198,mendengar ibnul mubarak dianya memohon ya allah tunjukilah islam si yahudi itupun izin allah masuk islam,positive
4199,user manusia2 tolol takut ahok kasian bangat hidup disana bengitu idiot and stupid,negative
4200,user stupid question kalo ngentod gak puasa goblog,negative
4201,user user baca artikel internet lembar nya berbeda menandai kebutuhan orang negri ya pake 48 kalo gak ya 24 negara tetangga,positive
4202,etnic uyhgur dipaksa tinggalkan budaya uyghur etnic han kekonyolan orang suku dipaksa pindah suku tragisnya warga uyghur korban penjualan organ tubuh dieksekusi setelaj dicap,positive
4203,user aja tau dosen ilmu budaya sepuh pengen gitu ketemu penasaran mb,positive
4204,rakyat menolak keras indonesia dipimpin komplotan mafia amp bajingan url,negative
4205,user user isu 98 udah nongol bentar lg isu pki xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,positive
4206,user user era sby pembangunan papua hambalang tuh pembangunan pln mangkrak brp,negative
4207,rt user user user user iya si vivin tai dasar pelakor ngaku alexa alda drpd rico baj xe2 x80 xa6,negative
4208,user user user user user user user user user user user user user user user user user user user user user user,positive
4209,user amanat 119 ribu ulama by name by address yg bilang cak imin ambisius ngopinya,positive
4210,user user user rmol gw bikin berita indonesia menang piala dunia kasih link yg kredibel alah pecundang culun yg nampilin identitas aslinya aja gk berani bacot nyet xf0 x9f x98 x82 hp gw buatan korea cuy ngahahaha,negative
4211,sesat cari jalan pgi maktab gaya xf0 x9f x98 x82 jln shortcut situ ditutup construction nya ni xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 hambar gila u turn u turn xf0 x9f x98 x86 xf0 x9f x92 x94 url,positive
4212,maunya indonesia singapura kasih cina berkuasa dasar cebong otak reklamasi brekekekekek url,negative
4213,user user user user user user user user user user user bani coli ngga beda sm junjungan kawan2nya haha,negative
4214,ikuti user informasi terkini ekonomi keuangan perbankan investasi saham indonesia dunia,positive
4215,pengkhianatan pki membunuh jendral pki keblinger bungkarno bubarkan pki turunkan harga2 bubarkan kabinet tritura,negative
4216,user ihh yg bener anjirr jahat elu mah bodo bodo,negative
